Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
DFCI.11.104.03	6	31929833	31960701	46	0.1704
DFCI.11.104.03	6	31960943	31969373	21	-0.1267
DFCI.11.104.03	6	31969639	31995224	24	0.0902
DFCI.11.104.03	6	31995520	32002771	18	-0.1953
DFCI.11.104.03	6	32003056	33234491	253	0.1463
DFCI.11.104.03	6	33235100	33289704	51	0.5087
DFCI.11.104.03	6	33365945	34802640	135	0.1514
DFCI.11.104.03	6	34803243	34827350	8	0.6873
DFCI.11.104.03	6	34831977	35389737	75	0.2043
DFCI.11.104.03	6	35391927	35430693	9	-0.2076
DFCI.11.104.03	6	35434124	37186808	169	0.2392
DFCI.11.104.03	6	37247389	41895276	274	-0.3835
DFCI.11.104.03	6	41898010	41908737	9	0.1487
DFCI.11.104.03	6	42019253	55684647	855	-0.3569
DFCI.11.104.03	6	55739665	57246966	95	0.1892
DFCI.11.104.03	6	57398317	74207621	184	-0.2638
DFCI.11.104.03	6	74210460	74229751	8	0.2577
DFCI.11.104.03	6	74304939	109740448	935	-0.2577
DFCI.11.104.03	6	109748199	110539008	84	-0.0822
DFCI.11.104.03	6	110540684	158850931	1626	-0.2461
DFCI.11.104.03	6	158870210	160480132	123	-0.1038
DFCI.11.104.03	6	160481751	161162451	105	-0.353
DFCI.11.104.03	6	161173294	170892837	246	-0.1923
DFCI.11.104.03	7	195732	5545263	239	0.0591
DFCI.11.104.03	7	5567524	5633401	5	0.6566
DFCI.11.104.03	7	5643046	6006749	49	-0.0597
DFCI.11.104.03	7	6013175	6737550	70	0.158
DFCI.11.104.03	7	6797564	6859574	28	-0.163
DFCI.11.104.03	7	6861997	23004152	279	0.0836
DFCI.11.104.03	7	23015926	55499015	1039	0.1573
DFCI.11.104.03	7	55565383	65419289	67	0.071
DFCI.11.104.03	7	65426052	65557901	15	-0.2909
DFCI.11.104.03	7	65579959	99662537	1298	0.1107
DFCI.11.104.03	7	99669837	99697378	24	0.4107
DFCI.11.104.03	7	99698919	99710542	18	-0.0848
DFCI.11.104.03	7	99711394	99755387	18	0.4225
DFCI.11.104.03	7	99755563	99786154	12	-0.0546
DFCI.11.104.03	7	99786641	99821323	27	0.1921
DFCI.11.104.03	7	99821700	99914778	9	-0.1048
DFCI.11.104.03	7	99917431	100180084	49	0.3148
DFCI.11.104.03	7	100187700	100192848	6	-0.1804
DFCI.11.104.03	7	100193331	100320758	50	0.3792
DFCI.11.104.03	7	100334252	103244932	292	0.0316
DFCI.11.104.03	7	103251256	121011479	518	0.1784
DFCI.11.104.03	7	121019070	121638062	12	0.0387
DFCI.11.104.03	7	121653945	121684624	9	-0.2894
DFCI.11.104.03	7	121691577	126544182	110	0.0373
DFCI.11.104.03	7	126544739	128478485	104	0.163
DFCI.11.104.03	7	128478859	128505634	36	-0.1972
DFCI.11.104.03	7	128582332	158935239	1428	0.1435
DFCI.11.104.03	8	117026	1882110	45	0.2998
DFCI.11.104.03	8	1893823	3432588	46	0.0661
DFCI.11.104.03	8	3889621	39089654	1232	-0.358
DFCI.11.104.03	8	39103685	42012480	95	0.3062
DFCI.11.104.03	8	42015632	43212040	104	-0.4417
DFCI.11.104.03	8	48114372	49987806	75	0.5813
DFCI.11.104.03	8	51314906	57892758	133	0.1454
DFCI.11.104.03	8	59059904	61496851	50	0.5664
DFCI.11.104.03	8	61504530	61769447	17	0.9149
DFCI.11.104.03	8	61773684	79510772	388	0.5357
DFCI.11.104.03	8	79588100	87623901	162	0.8231
DFCI.11.104.03	8	87638310	89081752	18	0.5646
DFCI.11.104.03	8	89086973	94748640	80	0.8316
DFCI.11.104.03	8	94767367	94821391	17	0.4833
DFCI.11.104.03	8	94828682	95479769	30	0.146
DFCI.11.104.03	8	95501090	133192578	1072	0.4942
DFCI.11.104.03	8	133196616	135817188	106	0.7553
DFCI.11.104.03	8	136533600	141561537	90	0.6111
DFCI.11.104.03	8	141566119	142238367	59	0.7929
DFCI.11.104.03	8	142368025	144406801	68	0.5257
DFCI.11.104.03	8	144407705	146279545	243	0.7998
DFCI.11.104.03	9	30281	286638	17	0.014
DFCI.11.104.03	9	304706	27950671	693	-0.2468
DFCI.11.104.03	9	32405603	33352719	95	-0.4427
DFCI.11.104.03	9	33364108	33472412	29	0.5842
DFCI.11.104.03	9	33796802	34709896	118	-0.4244
DFCI.11.104.03	9	34971675	35556447	96	0.0498
DFCI.11.104.03	9	35557989	35563077	7	-0.3337
DFCI.11.104.03	9	35563386	35664491	26	-0.1037
DFCI.11.104.03	9	35674361	35684549	10	-0.4051
DFCI.11.104.03	9	35684806	37487938	200	0.014
DFCI.11.104.03	9	37489399	37777706	33	-0.2362
DFCI.11.104.03	9	37780879	39239185	34	0.0231
DFCI.11.104.03	9	39355918	70993279	113	-0.287
DFCI.11.104.03	9	70999462	86571417	452	-0.1012
DFCI.11.104.03	9	86584297	86617781	12	0.5068
DFCI.11.104.03	9	86893261	141016451	3210	-0.0745
DFCI.11.104.03	X	200983	308073	13	-0.5306
DFCI.11.104.03	X	322327	1508622	32	-0.9418
DFCI.11.104.03	X	1522384	2692782	35	-0.4206
DFCI.11.104.03	X	2773198	9660296	70	-0.196
DFCI.11.104.03	X	9661254	41091779	735	-0.0153
DFCI.11.104.03	X	41201908	41379851	10	0.6422
DFCI.11.104.03	X	41390464	49021428	182	0.044
DFCI.11.104.03	X	49032616	117680081	1334	-0.106
DFCI.11.104.03	X	117695482	119007358	98	0.0707
DFCI.11.104.03	X	119010499	134715563	429	-0.0726
DFCI.11.104.03	X	134852870	134983852	21	-0.4619
DFCI.11.104.03	X	134986730	140953393	163	-0.0302
DFCI.11.104.03	X	140969584	140983195	2	-1.8934
DFCI.11.104.03	X	140985620	153422010	330	-0.0326
DFCI.11.104.03	X	153424403	153944606	129	0.2468
DFCI.11.104.03	X	153993243	155240076	90	-0.0228
DFCI.11.104.03	Y	3447845	16953144	8	-0.3457
